Date,Open,High,Low,Close,Volume,OpenInt
40435 ,26.312,26.35,26.312,26.312,1244,0
40436 ,26.408,26.437,26.399,26.437,1545,0
40437 ,26.486,26.486,26.486,26.486,206,0
40438 ,26.389,26.408,26.389,26.408,568,0
40441 ,26.893,26.96,26.893,26.96,513,0
40442 ,26.816,26.903,26.816,26.903,441,0
40443 ,26.786,26.866,26.69,26.737,31669,0
40444 ,26.999,26.999,26.747,26.846,4898,0
40445 ,26.933,27.076,26.933,27.076,15988,0
40448 ,27.242,27.301,27.223,27.301,11244,0
40449 ,27.223,27.397,27.223,27.36,7428,0
40450 ,27.397,27.456,27.369,27.456,103201,0
40451 ,27.504,27.504,27.34,27.35,5076,0
40452 ,27.436,27.436,27.436,27.436,5158,0
40455 ,27.874,27.874,27.145,27.194,22136,0
40456 ,27.466,27.786,27.466,27.776,71865,0
40457 ,27.874,27.874,27.639,27.698,4961,0
40458 ,27.718,27.718,27.523,27.523,3457,0
40459 ,27.59,27.688,27.59,27.649,1092,0
40462 ,27.815,27.815,27.756,27.756,824,0
40463 ,27.766,27.883,27.582,27.883,2037,0
40464 ,28.278,28.278,28.268,28.268,1213,0
40465 ,28.24,28.24,27.893,28.078,3851,0
40466 ,27.903,27.903,27.883,27.893,791,0
40469 ,27.912,27.912,27.912,27.912,513,0
40470 ,27.436,27.533,27.34,27.34,1960,0
40471 ,27.708,27.824,27.708,27.824,618,0
40472 ,28.019,28.155,28.019,28.155,436,0
40473 ,28.115,28.598,28.115,28.598,513,0
40476 ,28.783,28.783,28.278,28.288,3958,0
40477 ,27.951,28.019,27.941,28.009,1069,0
40478 ,27.99,27.99,27.99,27.99,116,0
40479 ,27.893,27.893,27.893,27.893,206,0
40480 ,27.98,27.98,27.98,27.98,309,0
40483 ,28.039,28.039,28.039,28.039,458,0
40484 ,28.135,28.135,28.135,28.135,206,0
40485 ,28.203,28.221,28.203,28.221,395,0
40486 ,28.588,28.588,28.548,28.568,3273,0
40487 ,28.54,28.54,28.308,28.338,521,0
40490 ,27.115,28.318,27.115,28.318,2374,0
40491 ,28.249,28.406,28.164,28.164,1238,0
40492 ,28.145,28.145,28.145,28.145,101,0
40493 ,28.039,28.106,28.039,28.106,316,0
40494 ,28.125,28.125,26.196,27.815,5584,0
40497 ,28.308,28.308,27.903,27.903,513,0
40499 ,27.388,27.514,27.321,27.456,3353,0
40500 ,27.659,27.659,27.659,27.659,101,0
40504 ,27.951,28.096,27.815,28.096,1546,0
40505 ,27.416,27.416,27.416,27.416,1032,0
40506 ,27.776,27.776,27.776,27.776,824,0
40508 ,27.756,27.864,27.718,27.864,2944,0
40511 ,27.718,27.718,27.514,27.514,983,0
40512 ,27.514,27.514,27.436,27.436,1856,0
40513 ,27.698,27.903,27.698,27.903,1683,0
40514 ,27.903,28.348,27.903,28.308,26077,0
40515 ,28.268,28.358,28.268,28.318,4593,0
40518 ,28.135,28.378,28.135,28.378,2253,0
40519 ,28.54,28.54,28.473,28.473,10730,0
40520 ,28.443,28.443,28.212,28.298,2238,0
40521 ,28.298,28.298,28.298,28.298,370,0
40522 ,28.338,28.453,28.338,28.443,2114,0
40525 ,28.54,28.736,28.54,28.628,6087,0
40526 ,28.898,28.898,28.598,28.736,7002,0
40527 ,28.736,28.783,28.493,28.502,8149,0
40528 ,28.548,28.648,28.423,28.648,1596,0
40529 ,28.648,28.648,28.618,28.638,824,0
40532 ,28.415,28.415,28.415,28.415,618,0
40533 ,28.628,28.678,28.558,28.648,10956,0
40534 ,28.648,28.648,28.558,28.618,5533,0
40535 ,28.678,28.773,28.522,28.648,3289,0
40539 ,28.608,28.688,28.532,28.688,977,0
40540 ,28.754,28.754,28.678,28.688,2374,0
40541 ,28.736,28.879,28.736,28.879,593,0
40542 ,28.928,28.928,28.745,28.823,9629,0
40543 ,28.823,28.997,28.726,28.928,17834,0
40546 ,29.065,29.141,28.968,29.141,1631,0
40547 ,29.376,29.426,28.997,29.094,22886,0
40548 ,28.928,28.988,28.888,28.918,14445,0
40549 ,28.908,28.938,28.833,28.918,13632,0
40550 ,28.833,28.833,28.763,28.763,1687,0
40553 ,28.568,28.745,28.473,28.745,34155,0
40554 ,28.851,28.958,28.813,28.918,5994,0
40556 ,28.988,28.997,28.988,28.997,1155,0
40557 ,29.015,29.035,28.968,29.035,1929,0
40561 ,29.287,29.366,29.268,29.278,1756,0
40562 ,29.085,29.085,29.035,29.035,842,0
40563 ,28.86,28.86,28.608,28.668,309,0
40564 ,28.928,28.928,28.928,28.928,206,0
40569 ,29.376,29.376,29.306,29.306,318,0
